Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
74,"13.553374, 78.5065719","C.T.M Road, Madanapalle",Madanapalle Hospital Pvt Ltd,0,0,0,"C.T.M Road, Madanapalle",Andhra Pradesh,Chittoor,0,517325,08571  223565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.553374,78.5065719
75,"30.3145962, 78.0357476","Gandhi Road,Gandhi Road.",Popular Nursing Home,0,0,0,"Gandhi Road,,Gandhi Road",Andhra Pradesh,Chittoor,0,517325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,30.3145962,78.0357476
76,"13.5603491, 78.5036065","Iv-5-3, Marpoori Colony, Madanapalle",Rama Orthopaedic Nursing Home,0,0,0,"Iv-5-3, Marpoori Colony, Madanapalle",Andhra Pradesh,Chittoor,0,517325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.5603491,78.5036065
77,"13.553374, 78.5065719","Devi Complex, OppositeSreenivasa Super Market, C.T.M.Road, Madanapalle -517325",Shantharam Hospital,0,0,0,"Devi Complex, OppositeSreenivasa Super Market, C.T.M.Road, Madanapalle",Andhra Pradesh,Chittoor,0,517325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.553374,78.5065719
80,"14.6818877, 77.6005911","Xvi-618,Seshappa Bungalow,Seshappa Thota,OppositeA.D.S, Punganur Road, Madanapalle,Anantapur,",Sri Kaveri Speciality Hospital,0,0,0,"Xvi-618,Seshappa Bungalow,Seshappa Thota,OppositeA.D.S, Punganur Road, Madanapalle",Andhra Pradesh,Chittoor,0,517325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,14.6818877,77.6005911
81,"13.5603491, 78.5036065","Ganesh Hotel Compound, Near .R.T.C Bus Stand,Madanapalle",Usha Speciality Hospital,0,0,0,"Ganesh Hotel Compound , Near .R.T.C Bus Stand,Madanapalle",Andhra Pradesh,Chittoor,0,517325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.5603491,78.5036065
82,"13.5603491, 78.5036065","D No 11-70, Patel Road Chittoor Madanapalli 517325  Chittoor",Viswa Orthopaedic Hospital,0,0,0,"D No 11-70, Patel Road Madanapalli",Andhra Pradesh,Chittoor,0,517325,08571    221646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.5603491,78.5036065
84,"12.7279579, 78.3512397","Kuppam Palmaner Road,  - Chittoor",P E S Institute Of Medical Sciences and Research,0,0,0,Kuppam Palmaner Road,Andhra Pradesh,Chittoor,0,517425,"08570  256666, 256655",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,12.7279579,78.3512397
85,"12.7510218, 78.340196","Palace Road, Kuppam",Rathna Childrens and General Hospital,0,0,0,"Palace Road, Kuppam",Andhra Pradesh,Chittoor,0,517425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,12.7510218,78.340196
86,"12.7470314, 78.3330157","A P Vajraveluchetty Street, A P Vajraveluchetty Street Kuppam 517425  Chittoor",Sri Priya Nursing Home,0,0,0,"A P Vajraveluchetty Street, A P Vajraveluchetty Street Kuppam",Andhra Pradesh,Chittoor,0,517425,08570    255136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,12.7470314,78.3330157
87,"13.6403071, 79.4176391","D.No :10-15-189/I2, K.K. Layout, Tirupati, Chittoor",Apollo Multispeciality Hospital,0,0,0,"D.No :10-15-189/I2, K.K. Layout, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6403071,79.4176391
89,"13.6320156, 79.4260025","10-15-76/10-3-206(U, Reddy and Reddy Colony Tirupati-Ap",Asalatha Medicare Pvt Lt,0,0,0,"10-15-76/10-3-206(U, Reddy and Reddy Colony Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6320156,79.4260025
90,"13.217176, 79.1003289",Tirupti (B.I.R.R.D),Balaji Institute Of Surgery Research And Rehabilit,0,0,0,Tirupti (B.I.R.R.D),Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.217176,79.1003289
91,"13.6344095, 79.425573","413-7-939/H2/C,Both Hospital Both Hospital Road, Tuda Road Tirupati 517501  Chittoor",Balaji Orthopaedic And Trauma Hospital,0,0,0,"#413-7-939/H2/C,Both Hospital Both Hospital Road, Tuda Road Tirupati",Andhra Pradesh,Chittoor,0,517501,0877    2222700,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6344095,79.425573
92,"13.6338436, 79.4210045","No. 13-4-392/B5, Tilak Road, Chitoor, Tirupati,",Bhaskar Allergy and Chest Hospital,0,0,0,"No. 13-4-392/B5, Tilak Road, Chitoor, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6338436,79.4210045
93,"13.6338782, 79.4195997","398A, Doddapuram Street, Tirupati",Clinic Nisha,0,0,0,"398A, Doddapuram Street, Tirupati",Andhra Pradesh,Chittoor,0,517501,2228761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6338782,79.4195997
94,"13.6244611, 79.4310052","18-1-505, Mosque Road Opp: Vv Mahal Mosque Road Tirupati 517501  Chittoor",Dbr And Sk Super Speciality Hospital,0,0,0,"18-1-505, Mosque Road Opp: Vv Mahal Mosque Road",Andhra Pradesh,Chittoor,0,517501,"0877    6667999, 6561981",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6244611,79.4310052
95,"13.6287557, 79.4191795",Nehru Nagar Behind Jyothi Talkies Tirupati (Chittoor),Eye Care Centre and Contact Lens Clinic,0,0,0,Nehru Nagar Behind Jyothi Talkies Tirupati,Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
97,"13.6361446, 79.4204532","10-13-568,Reddy and Reddy Colony,Chittoor.",Harshitha Hospital,0,0,0,"10-13-568,,Reddy and Reddy Colony",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
99,"13.6781837, 79.352188","D No: 18-2-263, Road No-1, Abbanna Colony Near : Tirumala Bye Mass Road",M S Hospital,0,0,0,"D No: 18-2-263, Road No-1, Abbanna Colony Near : Tirumala Bye Mass Road",Andhra Pradesh,Chittoor,0,517501,0877  228 2459,0,0,0,0,0,0,0,228 2459,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6781837,79.352188
100,"13.6287557, 79.4191795","138/A, T.K Street, Above I.N.G Vysya Bank Besides Srinivasa Theatre, Tirupati,Chittoor,",M.M Hospital,0,0,0,"138/A, T.K Street, Above I.N.G Vysya Bank Besides Srinivasa Theatre, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
102,"13.6302513, 79.4118237","548, R.R. Colony,Tirupati-",Manohari Nursing Home,0,0,0,"548, R.R. Colony,Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6302513,79.4118237
103,"13.6287557, 79.4191795","538,Second Street,OppositeAgarala Eswara, Degree College, Reddy and Reddy Colony, Tirupati,",Meghana Hospital,0,0,0,"538,Second Street,OppositeAgarala Eswara, Degree College, Reddy and Reddy Colony, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
105,"13.217176, 79.1003289",2-2-349 K.V. Layout,Navya Netralaya Eye Hospital,0,0,0,2-2-349 K.V. Layout,Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.217176,79.1003289
106,"13.6390013, 79.4272041","18-2-246, Road No-1 Abbanna Colony Tirupati",Neelima Maternity Nursing Home,0,0,0,"18-2-246 , Road No-1 Abbanna Colony Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6390013,79.4272041
107,"13.6287557, 79.4191795","18-2-73, F1, Korlagunta Main Road, Beside New Municipal Corportion Off., Tirupati,",Nirmala Hospitals,0,0,0,"18-2-73, F1, Korlagunta Main Road, Beside New Municipal Corportion Off., Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
108,"13.6361446, 79.4204532","10-13-486, Reddy and Reddy Colony, Chittor, Tirupati,",Om Children Surgical Superspeciality Centre,0,0,0,"10-13-486, Reddy and Reddy Colony, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
109,"13.6287557, 79.4191795",10 - 3 - 206 Kotakommala Street Tirupati,Prameela Hospital,0,0,0,10 - 3 - 206 Kotakommala Street Tirupati,Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
110,"13.6338436, 79.4210045",": 410, Tilak Road Tilak Road Tirupati 517501  Chittoor",Prashanth Hospital,0,0,0,"#: 410, Tilak Road Tilak Road Tirupati",Andhra Pradesh,Chittoor,0,517501,"0877    22454333, 2252466,",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6338436,79.4210045
112,"13.6244611, 79.4310052","10-14-576/6, 1St Street, 1St Street: Opp Muncipal Office Reddy and Reddy Colony Tirupati 517501  Chittoor",Raghavendra Urological Super Speciality Hospital (Russh Hospital),0,0,0,"10-14-576/6, 1St Street, 1St Street: Opp Muncipal Office Reddy and Reddy Colony Tirupati",Andhra Pradesh,Chittoor,0,517501,"0877    2220487, 2227385, 2224725",0,0,0,0,0,0,0,22257645,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6244611,79.4310052
113,"13.6361446, 79.4204532","535, Reddy and Reddy Colony, Tirupati",Rama Nursing Home,0,0,0,"535, Reddy and Reddy Colony , Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
115,"13.6365271, 79.4127143","-4-566, Nehru Nagar, Tirupathi, Chittoor",Ramya Hospital,0,0,0,"-4-566, Nehru Nagar, Tirupathi, Chittoor",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6365271,79.4127143
116,"13.6287557, 79.4191795","576, Opposite To Muncipal Office Opposite To Muncipal Office, Tirupati",Ravi Neuro and Emergency Hospital - Chittoor,0,0,0,"# 576, Opposite To Muncipal Office Opposite To Muncipal Office, Tirupati",Andhra Pradesh,Chittoor,0,517501,2222369,0,0,0,0,0,0,0,2222369,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
117,"13.6361446, 79.4204532","548, Reddy and Reddy Colony,Tirupati-517501",Sakthi Medicals,0,0,0,"548, Reddy and Reddy Colony,Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
118,"13.6368739, 79.4144319","101, Sarojinideavi Road, Tirupati",Shyamala Nursing Home,0,0,0,"101, Sarojinideavi Road, Tirupati",Andhra Pradesh,Chittoor,0,517501,2286522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6368739,79.4144319
119,"13.6157076, 79.4125828","D. No-1/33, Sree Ram Nagar, Akkaram Palli Road, Tirupati",Sree Emergency and Crticial Care Hospital,0,0,0,"D. No-1/33, Sree Ram Nagar, Akkaram Palli Road, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6157076,79.4125828
120,"13.6361446, 79.4204532","10-13-496, Reddy and Reddy Colony, Tirupati",Sri Chakra Hospitals,0,0,0,"10-13-496, , Reddy and Reddy Colony, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
121,"23.0866456, 72.5630236","6-1-46, R.S.Gardens Tirupathi",Sri Padmavathi Multi Speciality Hospital,0,0,0,"6-1-46, R.S.Gardens Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,23.0866456,72.5630236
122,"13.6388217, 79.4204627",T S 82 Sai Ram Street Opp: Bhavani Nagar Tirupati 517501  Chittoor,Sri Ramadevi Multi Super Speciality Hospital,0,0,0,T S 82 Sai Ram Street Opp: Bhavani Nagar Tirupati,Andhra Pradesh,Chittoor,0,517501,"0877    2287437, 2287156,",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6388217,79.4204627
124,"13.6361446, 79.4204532","521, Reddy and Reddy Colony, Chittor, Tirupati,",Sri Sai Sudha Hospitals,0,0,0,"521, Reddy and Reddy Colony, Chittor, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
125,"13.217176, 79.1003289",Tirupathi,Sri Suraksha Hospital,0,0,0,Tirupati,Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.217176,79.1003289
126,"13.217176, 79.1003289","No-15-2-79 G.S Mada Street Ggovinda Raja Swamy Temple, Chittoor",Sri Venkata Sai Hrudayalaya (The Heart Care Centre) - Tirupati,0,0,0,No-15-2-79 G.S Mada Street Ggovinda Raja Swamy Temple,Andhra Pradesh,Chittoor,0,517501,2253322,0,0,0,0,0,0,0,2253322,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.217176,79.1003289
127,"13.6287557, 79.4191795",Tirupati,Sri Venkateshwara Institute Of Medical Sciences,0,0,0,Tirupati,Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
128,"26.896961, 75.792554","No. 20-03-88G, Siva Jyothi Nagar,",Sri Venkateswara Hospitals,0,0,0,"No. 20-03-88G, Siva Jyothi Nagar",Andhra Pradesh,Chittoor,0,517501,0877 2281111,0,0,0,0,0,0,0,8772281111,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,26.896961,75.792554
130,"13.6287557, 79.4191795","216, T.Nagar, Behind Thyagaraja Mandapam, Tirupati",Srinivasa Super Speciality Hospital,0,0,0,"216, T.Nagar, Behind Thyagaraja Mandapam, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
131,"13.6361446, 79.4204532","515,Reddy Reddy Colony, Tirupati",Suguna Nursing Home,0,0,0,"515,Reddy Reddy Colony, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
132,"13.6095995, 79.4489169","326,Nethaji Road,Tirupathi",Sviss Hospital,0,0,0,"326,Nethaji Road,Tirupati",Andhra Pradesh,Chittoor,0,517501,6668633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6095995,79.4489169
133,"13.6287557, 79.4191795","6-2-91, Maternity Hospital Road, Opp S V Bala Mandiram School, Tirupati",Swaranamrutha Hospital,0,0,0,"6-2-91, Maternity Hospital Road, Opp S V Bala Mandiram School, Tirupati",Andhra Pradesh,Chittoor,0,517501,2286602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
136,"13.6361446, 79.4204532","525,Reddy  and Reddy Colony,Tirupathi-",Triveni Child Care Hospital,0,0,0,"525,Reddy  and Reddy Colony,Tirupathi",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6361446,79.4204532
139,"13.6358027, 79.420805","10-13-533, Reddy and Reddy Colony, Reddy and Reddy Colony Tirupati 517501  Chittoor",Venkataramana Heart And Maternity Hospital,0,0,0,"10-13-533, Reddy and Reddy Colony, Reddy and Reddy Colony Tirupati",Andhra Pradesh,Chittoor,0,517501,0877    2258183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6358027,79.420805
140,"13.639101, 79.4177213","6-2-88, Old Maternity Hospital Road, Tirupati",Vision Care Clinic,0,0,0,"6-2-88, Old Maternity Hospital Road, Tirupati",Andhra Pradesh,Chittoor,0,517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.639101,79.4177213
141,"13.6335087, 79.4170539","D. No.10-14-576/6, New No.28, Reddy And Reddy Colony,",Elite Hospital,0,0,0,"D. No.10-14-576/6, New No.28, Reddy And Reddy Colony",Andhra Pradesh,Chittoor,0,517502,0877  2251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6335087,79.4170539
142,"13.217176, 79.1003289",13-7-936/6 Tuda Road,Maha Hospitals,0,0,0,13-7-936/6 Tuda Road,Andhra Pradesh,Chittoor,0,517502,0877  2266601,0,0,0,0,0,0,0,226660,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.217176,79.1003289
143,"28.6779455, 77.3103012","502,B, 1St Floor, Opp Sbi Kt Road",Vennela Super Speciality Eye and Dental Hospital,0,0,0,"502,B, 1St Floor, Opp Sbi Kt Road",Andhra Pradesh,Chittoor,0,517502,2228266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,28.6779455,77.3103012
145,"13.6452591, 79.419089","K. T. Road, Tirupati",Manasa Kidney Foundation,0,0,0,"K. T. Road, Tirupati",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6452591,79.419089
146,"13.6370231, 79.4206271","V.V.Mahal Road, Tirupathi",Rushh Hospital,0,0,0,"V.V.Mahal Road, Tirupathi",Andhra Pradesh,Chittoor,0,517507,22227385,0,0,0,0,0,0,0,22227385,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6370231,79.4206271
149,"13.6287557, 79.4191795","6-1-12A, Beside Old Maternity Hospital, Tirupati",Swarna E.N.T Super Speciality Hosptial,0,0,0,"6-1-12A, Beside Old Maternity Hospital, Tirupati",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.6287557,79.4191795
150,"13.633255, 79.4552064","91,Old M.H.Road,1/1,Tirupathi,Chittoor",Swarnamurtha Hospital,0,0,0,"91,Old M.H.Road,1/1,Tirupathi",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.633255,79.4552064
151,"12.7686756, 75.2070644","3/260, Kabu Street,Upstairs Of Bank Of India, Puttur,",Sri Sai Nursing Home,0,0,0,"3/260, Kabu Street,Upstairs Of Bank Of India, Puttur",Andhra Pradesh,Chittoor,0,517583,222765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,12.7686756,75.2070644
152,"13.3200519, 79.585628","Nagari-517590, Chittoor",C.S.I. Hospital,0,0,0,Nagari-517590,Andhra Pradesh,Chittoor,0,517590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,554,13.3200519,79.585628
